,title,lyrics,album
0,Numb/All Day Love,"[Intro]
Yeah

[Verse]
You lookin' sexy, yeah (uh)
I make you want it now (yeah)
I got it all for love
I wanna make you numb
You're so beloved
You got that all day love
You lookin' good tonight
I got that all day love
You lookin' [?]
I make it easy love
An' if you wanna say
I'll make it [?] love
I mean it, die for love tonight
I make you want to love
In the whole world, yeah (yeah)
Take me love, I wanna see you love
Baby girl, won't you [?]
See where my money go
Higher, be girl, you [?]
Beefin' about your set
Tellin' me 'bout your love
When I hold you, got back your love
When I feel you, got back your love
I wanna take you for love
I wanna be [?], you know
I been [?]
Baby, we been [?] too late
Yeah, oh, you thought
Yeah, all day love
I take this
I wanna [?], yeah
I [?]
I [?], yeah
I got enough
I take all [?], yeah
I wanna make you, mhm
I wanna take, mhm, no
I wanna take it, mhm
To go, to go
I see, baby
Who are you to call my name?
I can't love you
Tell me if you call my name
I wanna take you, love, before
I wanna take you before
I wanna hold you, hold you, hold you before
I wanna lay you down before
I wanna take you numb",
0,Odd Look,"[Hook]
Your hesitation speaks to me louder than million words per minute
I was born to this life you're living, in this game, oh yeah
Said nothing will ever be... ever be the same, when you're finished
I freed a couple of souls, just yesterday, ooh yeah

[Verse 1]
I had a good girl in my room, no tats on her skin
I put work all in her purse, she got guilt all in her grin
And I swear it be the same, every fuckin' where that I been
All you girls try to be saints, I’ll make you roll with a sinner, well
You can come to my hotel, you can bring me a friend
You can dress up like twins, I can teach you some French
Paper planes full of kush, a couple cups full of gin
Don't know what city I'm in, wake up and do it again
And if you know me well, I don't like to talk
But when I make a move, you know it's loud as fuck
And if you wanna scream, get loud as fuck baby
I can tell you've earned a bit of deconstruction
A little bit, a little bit, ooh yeah... ooh Lord

[Hook]
Your hesitation speaks to me louder than million words per minute
I was born to this life you're living, in this game, oh yeah
Said nothing will ever be... ever be the same, when you're finished
I freed a couple of souls, just yesterday, ooh yeah

[Verse 2]
Do you feel like you'll come back around?
Does it make you strong?
Do you feel like you can take the planet on? Oh girl
Did I seem to give you a little bit more love?
To your gloomy life, to your empty life
Little life, little lie, oh yea
Do you feel like you got your money's worth?
Cause if you did this round's on me
Just promise that you'll come back to me
Feed me, baby, feed me, baby

[Hook]
Your hesitation speaks to me louder than million words per minute
I was born to this life you're living, in this game, oh yeah
Said nothing will ever be... ever be the same, when you're finished
I freed a couple of souls, just yesterday, ooh yeah",
0,Often,"[Produced by Ben Billions]

[Intro: Nükhet Duru]
""Seneler sürer her günüm""
Ooh yeah, ooh yeah, ooh yeah, ooh yeah, ooh yeah
""Yalnız gitmekten yorgunum""
Ooh yeah, ooh yeah, ooh yeah, ooh yeah
""Seneler sürer her günüm""
Ooh yeah, ooh yeah, ooh yeah, ooh yeah, ooh yeah
""Yalnız gitmekten yorgunum""
Ooh yeah, ooh yeah, ooh yeah, ooh yeah, ooh yeah

[Verse 1]
I usually love sleeping all alone
This time around bring your friend with you
But we ain't really going to sleep at all
You ain't gonna catch me with them sneak pictures, sneak pictures
In my city I'm a young god
That pussy kill be so vicious
My god white, he in my pocket
He get me redder than the devil 'til I go nauseous

[Hook]
She asked me if I do this every day, I said ""Often""
Asked how many times she rode the wave, ""Not so often""
Bitches down to do it either way, often
Baby I can make that pussy rain, often
Often, often, girl I do this often
Make that pussy poppin', do it how I want it
Often, often, girl I do this often
Make that pussy poppin', do it how I want it
Often

[Verse 2]
Infatuated by the fame status
She wanna ride inside the G-Class grey 'matic
I come around, she leave that nigga like he ain't matter
That girl been drinkin' all day, need to change bladder
She's just happy that the crew's back in town
She 'bout to go downtown for a whole hour
If I had her, you can have her, man it don't matter
I'm never sour, I'm just smokin' somethin' much louder

[Hook]
She asked me if I do this every day, I said ""Often""
Asked how many times she rode the wave, ""Not so often""
Bitches down to do it either way, often
Baby I can make that pussy rain, often
Often, often, girl I do this often
Make that pussy poppin', do it how I want it
Often, often, girl I do this often
Make that pussy poppin', do it how I want it
Often

[Bridge]
Oooh, the sun's risin' up
The night's almost up
The night's almost done
But I see your eyes
You wanna go again
Girl, I'll go again
Girl, I'll go again

[Hook]
She asked me if I do this every day, I said ""Often""
Asked how many times she rode the wave, ""Not so often""
Bitches down to do it either way, often
Baby I can make that pussy rain, often
Often, often, girl I do this often
Make that pussy poppin', do it how I want it
Often, often, girl I do this often
Make that pussy poppin', do it how I want it
Often

[Outro: Nükhet Duru]
""Seneler sürer her günüm""
Ooh yeah, ooh yeah, ooh yeah, ooh yeah, ooh yeah
""Yalnız gitmekten yorgunum""
Ooh yeah, ooh yeah, ooh yeah, ooh yeah
""Seneler sürer her günüm""
Ooh yeah, ooh yeah, ooh yeah, ooh yeah, ooh yeah
""Yalnız gitmekten yorgunum""
Ooh yeah, ooh yeah, ooh yeah, ooh yeah",Beauty Behind the Madness
0,Often (Demo),"[Intro]
Seneler sürer her günüm
Ooh yeah, ooh yeah, ooh yeah, ooh yeah, ooh yeah
Yalnız gitmekten yorgunum
Ooh yeah, ooh yeah, ooh yeah, ooh yeah
Seneler sürer her günüm
Ooh yeah, ah yeah, ooh yeah, ooh yeah
Yalnız gitmekten yorgunum
Ooh yeah, ooh yeah, ooh yeah, ooh yeah, ooh yeah

[Verse 1]
I used to love sleepin' all alone
So, baby girl, bring your friend with you
Now, we ain't really gonna sleep at all
You ain't gon' catch me takin' sneak pictures either
I had her climbin' all up on the wall
Plus, her head-game so fo'sure
A good one, nigga, my one
I get her wet an' then look down
Man, it's so fo'sure

[Chorus]
I'ma sing this song 'round your team, often
Boy, won't [?] on your man, often
I'ma do this song, fly away, often
Baby get too close to the team, often
Often, often, baby get it often
Oh, no, gimme top, then
Get it how you want it
Often, often, baby, do you pop it?
All this on your top, then
Get it how you want it, often

[Verse 2]
Many women love the fame-status
I'ma need it often
You ain't clean your chain with the payment
I come around, man, she leave a nigga, ain't, man
Every in the game, yeah, we made it
I been drinkin' all my pain, need a new plan
What you mean, been bussin' [?] on her forehead
[?] take a cold shower

[Chorus]
I'ma sing this song 'round your team, often
Boy, won't [?] on your man, often
I'ma do this song, fly away, often
Baby get too close to the team, often
Often, often, baby get it often
Oh, no, gimme top, then
Get it how you want it
Often, often, baby, do you pop it?
All this on your top, then
Get it how you want it, often

[Bridge]
(Yeah)
All for love
I just need someone to feel love
If you need something, come wait a lil'
Don't try hold this up
Girl, how you do it, girl?
But I need you somethin'
But I need your love
What's on [?]?
But [?]
But I need you somethin'
But I'm holdin' off
My [?]
I'm so [?]

[Chorus]
I'ma sing this song 'round your team, often
Boy, won't [?] on your man, often
I'ma do this song, fly away, often
Baby get too close to the team, often
Often, often, baby get it often
Oh, no, gimme top, then
Get it how you want it
Often, often, baby, do you pop it?
All this on your top, then
Get it how you want it, often

[Outro]
Seneler sürer her günüm
Ooh yeah, ooh yeah, ooh yeah, ooh yeah, ooh yeah
Yalnız gitmekten yorgunum
Ooh yeah, ooh yeah, ooh yeah, ooh yeah
Seneler sürer her günüm
Ooh yeah, ah yeah, ooh yeah, ooh yeah
Yalnız gitmekten yorgunum",
0,Often (DJ Soltrix Erotic Bachata Remix),"[Intro]
Ooh yeah, ooh yeah, ooh yeah, ooh yeah, ooh yeah

[Verse 1]
I usually love sleeping all alone
This time around bring your friend with you
But we ain't really going to sleep at all
You ain't gonna catch me with them sneak pictures, sneak pictures
In my city I'm a young god
That pussy kill be so vicious
My god white, he in my pocket
He get me redder than the devil 'til I go nauseous

[Hook]
She asked me if I do this every day, I said ""Often""
Asked how many times she rode the wave, ""Not so often""
Bitches down to do it either way, often
Baby I can make that pussy rain, often
Often, often, girl I do this often
Make that pussy poppin', do it how I want it
Often, often, girl I do this often
Make that pussy poppin', do it how I want it
Often

[Verse 2]
Infatuated by the fame status
She wanna ride inside the G-Class grey 'matic
I come around, she leave that nigga like he ain't matter
That girl been drinkin' all day, need =to change bladder
She's just happy that the crew's back in town
She 'bout to go downtown for a whole hour
If I had her, you can have her, man it don't matter
I'm never sour, I'm just smokin' somethin' much louder

[Hook]
She asked me if I do this every day, I said ""Often""
Asked how many times she rode the wave, ""Not so often""
Bitches down to do it either way, often
Baby I can make that pussy rain, often
Often, often, girl I do this often
Make that pussy poppin', do it how I want it
Often, often, girl I do this often
Make that pussy poppin', do it how I want it
Often

[Bridge]
Oooh, the sun's risin' up
The night's almost up
The night's almost done
But I see your eyes
You wanna go again
Girl, I'll go again
Girl, I'll go again

[Hook]
She asked me if I do this every day, I said ""Often""
Asked how many times she rode the wave, ""Not so often""
Bitches down to do it either way, often
Baby I can make that pussy rain, often
Often, often, girl I do this often
Make that pussy poppin', do it how I want it
Often, often, girl I do this often
Make that pussy poppin', do it how I want it
Often

[Outro]
Ooh yeah, ooh yeah, ooh yeah, ooh yeah, ooh yeah",
0,Often (Kygo Remix),"Ooh yeah, ooh yeah, ooh yeah, ooh yeah, nananana
Ooh yeah, ooh yeah, ooh yeah, ooh yeah, nananana

I usually love sleeping all alone
This time around bring your friend with you
But we ain't really gonna sleep at all
You ain't gon' catch me with them sneak pictures, sneak pictures
In my city I'm a young god
That pussy kill be so vicious
My god white, he in my pocket
He get me redder than the devil 'til I go nauseous

Infatuated by the fame status
She wanna ride inside the G-Class Grain, matted
I come around, she leave that nigga like he ain't matter
That girl been drinkin' all day, need to change bladder
She's just happy that the crew's back in town
She 'bout to go downtown for a whole hour
If I had her, you can have her, man it don't matter
I'm never sour, I'm just smokin' somethin' much louder

She asked me if I do this every day, I said often
Asked how many times she rode the wave, not so often
Bitches down to do it either way, often
Baby I can make that pussy rain, often
Often, often, girl I do this often
Make that pussy pop and do it how I want it
Often, often, girl I do this often
Make that pussy pop and do it how I want it
Often
Do it how I want it
Do it how I want it
Often
Do it how I want it

She asked me if I do this every day, I said often
Asked how many times she rode the wave, not so often
Bitches down to do it either way, often
Baby I can make that pussy rain, often
Often, often, girl I do this often
Make that pussy pop and do it how I want it
Often, often, girl I do this often
Make that pussy pop and do it how I want it
Often
Do it how I want it
Often
Do it how I want it
Do it how I want it

She asked me if I do this every day, I said often
Asked how many times she rode the wave, not so often
Bitches down to do it either way, often
Baby I can make that pussy rain, often
Often, often, girl I do this often
Make that pussy pop and do it how I want it
Often, often, girl I do this often
Make that pussy pop and do it how I want it
Often
Do it how I want it
Do it how I want it",
0,Often (Polish Version),"I usually love sleeping all alone
This time around bring your friend with you
But we ain't really going to sleep at all
You ain't gonna catch me with them sneak pictures
In my city I'm a young God
That pussy kill be so vicious
My God white, he in my pocket
He get me redder than the devil 'til I go nauseous

[Hook:]
Ask me if I do this every day, I said, ""Often.""
Ask how many times she rode the wave—""Not so often.""
Bitches down to do it either way, often
Baby I can make that pussy rain, often
Often, often, girl I do this often
Make that pussy poppin', do it how I want it
Often, often, girl I do this often
Make that pussy poppin', do it how I want it
Often

Infatuated by the fame status
She wanna ride inside the G-Class grey matic
I come around, she leave that nigga like he ain't matter
That girl been drinkin' all day, need to change bladder
She's just happy that the crew back in town
She's 'bout to go downtown for a whole hour
If I had her, you can have her, man it don't matter
I'm never sour, I'm just smokin' somethin' much louder

[Hook]

Oh, the sun's risin' up
The night's almost up
The night's almost done
But I see your eyes
You wanna go again
Girl, I'll go again
Girl, I'll go again

[Hook]",
0,Often (Remix),"[Produced by Ben Billions]

[Verse 1: The Weeknd]
I usually love sleeping all alone
This time around bring your friend with you
But we ain't really going to sleep at all
You ain't gonna catch me with them sneak pictures
In my city I'm a young god
That pussy kill be so vicious
My god white, he in my pocket
He get me redder than the devil 'til I go nauseous

[Hook: The Weeknd]
She asked me if I do this every day, I said ""Often""
Asked how many times she rode the wave, ""Not so often""
Bitches down to do it either way, often
Baby I can make that pussy rain, often
Often, often, girl I do this often
Make that pussy pop and do it how I want it
Often, often, girl I do this often
Make that pussy pop and do it how I want it
Often

[Verse 2: Schoolboy Q]
Often, often, girl I do this often
In that thing, switch lane to lane, look like I spent a fortune
Awesome, 100 plus, can't get this from the auction
Need a chick to ride my dick and back it up like parking
Show that pussy, work that pussy
Who that pussy, that's my pussy
Wet that pussy, stroke that pussy
Ooh! I twist the weed
You on your phone texting your friend to come fuck
I wonder if it's the druggies wit hoes or the millions of bucks
But, ask me if I do this everyday you know
I'm ballin', make 80k straight off the plane you know
Trade my grill in for the Bentley or the Range you know
I'm in the studio just tryna get some brains you know

[Hook: The Weeknd]

[Verse 3: Rick Ross]
Freakier than freaky, when she climax she make pee pee
Step back like a player, turn my cheek she try to reach me
What you in this for? Another sucker for a whore
Never I, tailored by my new young Anna Wintour
Centerfold attraction, sexual compassion
Often memories are faded, these are everlastin'
Long eyelashes, palmin' her every asset
Often imitated because this life I live is lavish
Bud like a flower, Miami's new Eiffel Tower
Love in the dark to the beat of my heart
She came from the ghetto and now her closet is Neiman
Often the results of the women joinin' my team and dreamin'

[Bridge]
Oooh, the sun's risin' up
The night's almost up
The night's almost done
But I see your eyes
You wanna go again
Girl, I'll go again
Girl, I'll go again

[Hook: The Weeknd]",
0,On Top,"[Lyrics From Snippet]
... stay on top, girl
You wanna stay on top
The top's [?] was you girl, know you wanna talk
You don't...",
0,Open Letter to Fans,"To my fans

I want to thank you for listening and being patient for as long as you have. No matter what an artist's ego clouds them to believe, you are the reason why I have been able to continue to do what I love to do and that is to entertain you. My journey for inspiration may seem like masochism to others who have not been given the task to make art, but best believe it brings me nothing but joy

Because I am a man of few words, I chose to make a viral video to show you how I felt and where I stand. I usually don't like to ""spoon feed"" my audience because I grew up idolizing story tellers who tell stories using symbolism, so it was in my nature to do the same. The Rolling Stone video takes place in a dimly lit studio which represents the two worlds I have been stuck in. The gloomy side represents the mainstream world while the other side represents the underground. The girl holding on represents you. As the world slowly gets familiar with my face the more you will lose interest (hence the pieces of her clothes coming off at every shot). The camera lights symbolize the crossover, and when they begin to flash I look away from the underground. Even though I don't want to, it is a step that I feel I must take to evolve as an artist

This predicament is impossible to relate to unless you are put in that unique situation. I want you to know and understand that this does not mean what you think it means, and I made sure of that in my deal. You will continue to get what you fell in love with, and I will continue to give you what you ask for. I'll never make you wait again. With that being said expect more from me very soon leading up to Trilogy. Thank you again for your patience and loyalty, I will not disappoint

Sincerely
Abel Tesfaye XO",Trilogy 
0,Ordinary Life,"[Verse 1]
Heaven in her mouth, got a hell of a tongue
I can feel her teeth when I drive on a bump
Fingers letting go of the wheel when I cum
Whe-wheel when I cum, whe-wheel when I cum
David Carradine, I'ma die when I cum
She just givin' head, she don't know what I done
Like I'm James Dean, I'ma die when I'm young
Die when I'm young, die when I'm young

[Pre-Chorus]
Heaven knows that I've been told
Paid for the life that I chose
If I could, I'd trade it all
Trade it for a halo
And she said that she'll pray for me
I said, ""It's too late for me""
'Cause I think it's safe to say...

[Chorus]
This ain't ordinary life
This ain't ordinary life
This ain't ordinary life
This ain't ordinary life
No ordinary life
This ain't ordinary life
This ain't ordinary life
This ain't ordinary life

[Verse 2]
Valhalla is where all the righteous are led
Mulholland's where all the damned will be kept
Devil on my lap and a cross on my neck
Cross on my neck, cross on my neck
Over 45, I'ma drift on a bend
Do a buck 20, I'ma fly off the edge
Everybody said it would hurt in the end
Hurt in the end, but I feel nothin'

[Pre-Chorus]
She said that she'll pray for me
I said, ""It's too late for me""
'Cause I think it's safe to say...

[Chorus]
This ain't ordinary life
This ain't ordinary life
This ain't ordinary life
This ain't ordinary life
No ordinary life
This ain't ordinary life
This ain't ordinary life
This ain't ordinary life

[Bridge]
Angels all singin' in monasteries, yeah
My soul is burning in LaFerraris
Father, sorry, Father, sorry
Halos are given to ordinary lives
No, but this ain't ordinary life

[Chorus]
This ain't ordinary life
This ain't ordinary life
This ain't ordinary life
No ordinary life
This ain't ordinary life
This ain't ordinary life
This ain't ordinary life
No ordinary life
Woah-oh-oh, woah-oh-oh",Starboy
0,Our Love,"[Verse 1]
Telling me I’m the only one that you’ll love, boo
Baby, it's okay
If you let me stay
I won't love any other girl the way I love you
Baby girl just stay
I'mma take the pain away

[Bridge]
I'll make you believe that no one can do, when we do it
Show you that I know what I'm doing too, I'll prove

[Hook]
Baby there's no love like our love
Baby this our place, lemme kiss your face cause
Baby there's no love like our love
Baby I'm your man, just take my hand girl
Our love, our love, our love, our love
Our love, love, love, love, love, love, love, love
Our love, our love, our love, our love
Our love, love, love, love, love, love, love, love

[Verse 2]
Baby hold me, kiss me, I'mma kiss and hold you
Because all the pace
We don't gotta race
Never thought I'd be the one you'd want to
Give away your heart
Gotta do my part now

[Bridge]
I'll make you believe that no one can do, when we do it
Show you that I know what I'm doing too, I'll prove

[Hook]
Baby there's no love like our love
Baby this our place, lemme kiss your face cause
Baby there's no love like our love
Baby I'm your man, just take my hand girl
Our love, our love, our love, our love
Our love, love, love, love, love, love, love, love
Our love, our love, our love, our love
Our love, love, love, love, love, love, love, love

[Break]
Break it baby, break it baby, it it it it down
Break it baby, break it baby, it it it it down (It down)
Break it down, break it down, break it down

[Hook]
Baby there's no love like our love
Baby this our place, lemme kiss your face cause
Baby there's no love like our love
Baby I'm your man, just take my hand girl
Our love, our love, our love, our love
Our love, love, love, love, love, love, love, love
Our love, our love, our love, our love
Our love, love, love, love, love, love, love, love
Baby there's no love like our love
Baby this our place, lemme kiss your face cause
Baby there's no love like our love
Baby I'm your man, just take my hand girl
Our love, our love, our love, our love
Our love, love, love, love, love, love, love, love
Our love, our love, our love, our love
Our love, love, love, love, love, love, love, love
Baby there's no love like our love
Baby this our place, lemme kiss your face cause
Baby there's no love like our love
Baby I'm your man, just take my hand girl
Our love, our love, our love, our love
Our love, love, love, love, love, love, love, love
Our love, our love, our love, our love
Our love, love, love, love, love, love, love, love",
0,Out Here,"[Interlude]
Yeah, yeah, yeah
Yeah, yeah, yeah, yeah
Yeah, yeah, yeah
Yeah, yeah, yeah (oh yeah)
I'm out here, I'm out here, I'm out here
I'm out here, I'm out..

[Verse 1]
Hardly ever home
No evictions, no evictions
When I make it home
Shake the ceilings, shake the ceilings
I been cooking up, out in L.A., out in L.A
I know what I want
There's no chasing, there's no chasing
I've been takin'

[Hook]
Oh my God
If you ain't fuckin', I'm duckin', you know the routine
You know the routine, you know the routine said
Oh my God
If you ain't fuckin', I'm duckin', you know the routine
You know the routine, you know the routine
Motherfucker I'm out here, I'm out here
I'm out here, I'm out here

[Verse 2]
You know what I'm on (know what I'm on, yeah)
That's that feeling (that's that feeling)
That's that feeling (that's that feeling)
In denial now (denial yeah)
No addiction (no addiction)
No addiction (no addiction)
Think I found the one (oh yeah, oh yeah)
Or the second or the seventh
She might be the one (she might be the one, girl)
Or the second or the seventh

[Hook]
Oh my God
If you ain't fuckin', I'm duckin', you know the routine
You know the routine, you know the routine said
Oh my God
If you ain't fuckin', I'm duckin', you know the routine
You know the routine, you know the routine
Motherfucker I'm out here, I'm out here
I'm out here, I'm out here

[Verse 3]
I'm out here in the Trump Tower
I think I finally fell in love now
Her name was Tammy, she got hella bitches
Now tell me, while my niggas filming
Her cribs so empty need a center piece
20 racks a table cut from Ebony
She cut that Ivory into skinny pieces
Then she clean it with her face, man, I love my baby
Now I ain't mad about the fact
That she out there getting' busy
But it ain't enough for the fallout
Ride it all night for the get back
Get it how you should
What's the hold up?
Got no time for that no one
But I won't start but I won't start
Girl, get your pretty

[Hook]
Oh my God
If you ain't fuckin', I'm duckin', you know the routine
You know the routine, you know the routine said
Oh my God
If you ain't fuckin', I'm duckin', you know the routine
You know the routine, you know the routine
Motherfucker I'm out here, I'm out here
I'm out here, I'm out here
Motherfucker I'm out here, I'm out here
I'm out here, I'm out here",
0,Outside,"[Verse 1]
I'll let you show me his moves
Let you do what he taught you
Let you reminisce how you used, to do
Girl I’m open to anything that'll get you into that zone
And understand that we’re all alone
So you can slowly take off your clothes
Baby girl you know what's in store
And baby I will stay up all night
I've been goin' hard since last night
And I'mma go harder tonight
Wish you could see you through my eyes
Ooh I'm telling you this ain't the same
And I know he's still in your brain
I'm 'bout to burn that shit into flames
Once I'm in you
Baby

[Hook]
Forget what you know
Make yourself at home
'Cuz baby when I'm finished with ya you won't wanna go
Outside

[Verse 2]
And I'mma work you like a pro, baby
Why, and you gon' take it like one
Yeah you gon' take it like one
And I'mma give it like you asked for it
Why, cuz you been talkin' 'bout it
I know you been talkin' 'bout it
Ooh baby when I'm done with you
You ain't saying nothing
Yeah you ain't saying nothing
Ooh baby when I'm done with you
You ain't saying nothing
Yeah you ain't saying nothing
You gon' make me show off
All the pain that you feel you can tell that we ain't making no love
But I'll pretend
Oh girl, I'll pretend
If you pretend then girl I'll pretend
Let's make it seem like we're all we need in the end

[Hook]
Forget what you know
Make yourself at home
'Cuz baby when I'm finished with ya you won't wanna go
Outside",Echoes of Silence
0,Party,"[Verse 1]
See the rides pull in
And the place pack up
Only enter if you've got a dime
Saw a cutie on my right catching everybody's eye
Man nobodies going home tonight
She said she P-A-R-T-Y
Took a shot of 'trone left her worries on the side
And she down for whatever, everything anything but clever
Then the track starts to play

[Hook]
She started singing like woah oh
Ooo she started singing like woah oh
Everybody raise your cups in the sky
Take another hit getting high off of life
Screaming like woah oh
This is my song, this is my song

[Verse 2]
Now She's drinking all her problems like a god damn alcoholic
Ain't no way she is going to remember tonight
Shawty show me how you do it, hold your drink before you lose it
Panties dropping by the end of tonight
She say she P-A-R-T-Y
Took another shot now she is tripping on a guy
And she's down for whatever, ain't know way it gone be clever
Then the track starts to play

[Hook]
She started singing like woah oh
Ooo she started singing like woah oh
Everybody raise your cups in the sky
Take another hit getting high off of life
Screaming like woah oh

[Verse 3]
P-A-R-T-Y hear she got a twin on the side like fries
Her eyes are glowing, her mind is blowing
And they better look this good in the morning
Show off the pairs, better yet I got two
And you know they all loose with ru-ruffle tattoos
Call me mike myers I'mma kill this grey goose
I'mma take my last shot and we gonna make glue
Wipe the shit off the floor, don’t take off your shoes
Girl I got a sweet tooth I can bite you if you choose
And if I catch ya man I'mma swing like babe ruth
So it’d be best for him if you kept this on the low-que
I can beat that pussy up girl I can bruise you
And talk dirty in your ear like a Bluetooth
Girl put your worries in the pot add some water stir it up
And watch me make magic so long to tragic
And when we get to morning make it scramble like static

[Hook]
Woah oh, Woah oh
Everybody raise your cups in the sky
Take another hit getting high off of life
Screaming like woah oh
This is my song this is my song
Woah oh, woah oh
Everybody raise your cups in the sky, take another hit getting high off of life
Screaming like woah oh
This is my song this is my song",
0,Party Monster,"[Refrain: The Weeknd]
I'm good, I'm good, I'm great
Know it's been a while, now I'm mixing up the drank
I just need a girl who gon' really understand
I just need a girl who gon' really understand
I'm good, I'm good, I'm great
Know it's been a while, now I'm mixing up the drank
I just need a girl who gon' really understand
I just need a girl who gon' really understand

[Verse 1: The Weeknd]
And I've seen her get richer in the pole
I've seen her, I knew she had to know
I've seen her take down that tequila
Down by the liter, I knew I had to meet her
Ooh, she mine, ooh girl, bump and grind
Ooh, she mine, ooh girl, bump a line
Angelina, lips like Angelina
Like Selena, ass shaped like Selena

[Chorus: The Weeknd]
I'm like, got up, thank the Lord for the day
Woke up by a girl, I don't even know her name
Woke up by a girl, I don't even know her name
(Woke up, woke up by a girl, I don't even know her name)
Got up, thank the Lord for the day
Woke up by a girl, I don't even know her name
Woke up by a girl, I don't even know her name
(Woke up, woke up by a girl, I don't even know her name)

[Refrain: The Weeknd]
I'm good, I'm good, I'm great
Know it's been a while, now I'm mixing up the drank
I just need a girl who gon' really understand
I just need a girl who gon' really understand
I'm good, I'm good, I'm great
Know it's been a while, now I'm mixing up the drank
I just need a girl who gon' really understand
I just need a girl who gon' really understand

[Verse 2: The Weeknd]
I've been poppin', just took three in a row
I'm down to do it again, I'm on a roll
I've seen him outside tryna reach her
You tryna leave him, you said I'm the reason
Tell me lies, ooh girl, tell me lies
Say you're mine, I'm yours for the night
I'm the realest, she said I'm the realest
Head be genius, dick game be the meanest

[Chorus: The Weeknd]
I'm like got up, thank the Lord for the day
Woke up by a girl, I don't even know her name
Woke up by a girl, I don't even know her name
(Woke up, woke up by a girl, I don't even know her name)
Got up, thank the Lord for the day
Woke up by a girl, I don't even know her name
Woke up by a girl, I don't even know her name
(Woke up, woke up by a girl, I don't even know her name)

[Bridge: The Weeknd]
Got up, thank the Lord for the day
Woke up by a girl, I don't even know her name
Bitches in my new spot, crowdin' up my space
Had to check the safe, check the dresser for my chains
Got up, thank the Lord for the day
Woke up by a girl, I don't even know her name
Bitches in my new spot, crowdin' up my space
Had to check the safe, check the dresser for my chains

[Interlude: The Weeknd & Lana Del Rey]
Paranoid (Paranoid)
Paranoid (P-paranoid)
Paranoid (P-paranoid)
But I see something in you (You're paranoid)
Paranoid (Paranoid)
Paranoid (P-paranoid)
Paranoid (P-paranoid)
But I see something in you
(I see something in you)

[Outro: The Weeknd & Lana Del Rey]
(Got up, thank the Lord for the day)
(Woke up by a girl, I don't even know her name)
(Woke up by a girl, I don't even know her name)
(Woke up, woke up by a girl, I don't even know her name)
(Got up, thank the Lord for the day)
(Woke up by a girl, I don't even know her name)
(Woke up by a girl, I don't even know her name)
(Woke up, woke up by a girl, I don't even know her name)
You're paranoid",Starboy
0,Pass Dat (Remix),"[Chorus: Starrah]
Blunt after blunt after blunt after blunt
After blunt after blunt after, hey
Cup after cup, gotta double that up
I've been waitin' on this all day
Nigga, pass that shit, yeah-e
Nigga, pass that shit
Blunt after blunt after blunt after blunt
After blunt after blunt after, hey
Cup after cup, gotta double that up
I've been waitin' on this all day
Nigga, pass that shit
Nigga, pass that shit
Nigga, pass that shit, yeah
Nigga, pass that shit

[Verse 1: The Weeknd]
I smoke a lot, I smoke a lot, I smoke a lot, I smoke a lot of base
I double that cup like the mixtape days
I'm the same nigga, crack that shit
Yeah, then pass that shit
I pour up, I pour up, I pour up, I pour up some more
Your shit too pink to be sipping so goddamn slow
Nigga crack that shit
Yeah, then pass that shit
If you're not with me, I feel bad for your team
You should cut them off, you can follow your dreams
Now the tour is done, I'mma have me some fun
Mix up that Xan with a kickstand
Strip club lit up cause the wristbands
Your friends so low if you ain't my dog
Don't talk to mine if you ain't my dog
Mulsanne on deck with the emblem
I own that shit, no rental
We fuck up, we fuck up, we fuck up, we fuck up, the road
My niggas come quick with that Lambo, that's the shit
Yeah that's the shit

[Chorus: Starrah]
Blunt after blunt after blunt after blunt
After blunt after blunt after, hey
Cup after cup, gotta double that up
I've been waitin' on this all day
Nigga pass that shit, yeah
Nigga pass that shit
Blunt after blunt after blunt after blunt
After blunt after blunt after, hey
Cup after cup, gotta double that up
I've been waitin' on this all day
Nigga pass that shit
Nigga pass that shit
Nigga pass that shit, yeah
Nigga pass that shit

[Verse 2: Jeremih]
What you women talkin' 'bout?
I only wanna get up there
A bad bitch rollin' up some good
Light it up and hand me it
All I wanna do, trouble up
Extendo doubled up
Tired as fuck ain't no more work
Ease my mind, that's where it hurt
Pull up in somethin' that go skrrt
Fishtailin' like we Dirk
Feel like Ray J for the purp
Come and let me hit it first
I'ma pass it if it's some gas
I'ma pull up, might forget to ask
Smokin' Ivory, passin' plenty tabs
Roll the 'Wood up so it can last

[Chorus: Starrah]
Blunt after blunt after blunt after blunt
After blunt after blunt after, hey
Cup after cup, gotta double that up
I've been waitin' on this all day
Nigga pass that shit, yeah
Nigga pass that shit
Bunt after blunt after blunt after blunt
After blunt after blunt after, hey
Cup after cup, gotta double that up
I've been waitin' on this all day
Nigga pass that shit
Nigga pass that shit
Nigga pass that shit, yeah
Nigga pass that shit",
