,title,lyrics,album
0,Tell Your Friends,"[Produced by Che Pope, Kanye West and The Weeknd; Co-produced by Illangelo; Additional production by Mike Dean]

[Verse 1]
We are not the same, I am too reckless
I'm not tryna go in that direction
These niggas, they been doin' too much flexin'
And they about to call the wrong attention
And I don't got no patience, no more testin'
I do shit how I want, don't need no blessin'
XO niggas ain't nothin' to mess with
Nobody stoppin' us, oh no, we destined
And everybody 'round you is so basic
I'm never rockin' white, I'm like a racist
I don't drink my liquor with a chase in
That money is the only thing I'm chasin'
And some dope dimes on some coke lines
Gimme head all night, cum four times
Baby girl just wanna smoke a pound
Do an ounce, get some dick, tell her friends about it

[Chorus]
Go tell your friends about it (About it)
Go tell your friends about it (About it)
Go tell 'em what you know, what you seen
How I roll, how I be on the low
Go tell your friends about it (About it)
Go tell your friends about it
I'm that nigga with the hair
Singin' 'bout poppin' pills, fuckin' bitches, livin' life so trill

[Verse 2]
Last year I did all the politickin'
This year I'ma focus on the vision
I think these hoes deserve another fixin'
I'm talkin' 'bout the ones from the beginnin'
Don't believe the rumors, bitch, I'm still a user
I'm still rockin' camo and still roll with shooters
I'm a villain in my city, I just made another killin'
I'ma spend it all on bitches
And everybody fuckin', everybody fuckin'
Pussy on the house, everybody fuckin'
Man, I miss my city, man, it's been a minute
MIA a habit, Cali was the mission
Cruise through the west-end in my new Benz
I'm just tryna live life through a new lens
Drivin' by the streets I used to walk through
When I had no crib, I guess you call that shit a miracle

[Chorus]
Go tell your friends about it (About it)
Go tell your friends about it (About it)
Go tell 'em what you know, what you seen
How I roll, how I be on the low
Go tell your friends about it (About it)
Go tell your friends about it
I'm that nigga with the hair
Singin' 'bout poppin' pills, fuckin' bitches, livin' life so trill

[Bridge: Kanye West]
Roll some, think I’ll roll some
To know some, if we both honest
Who lasts? Yeah, you lie
Spent the whole summer
Tryna be at the wrong place at the right time
But I know what's mine when I see it
I know

[Verse 3]
My cousin said I made it big and it's unusual
She tried to take a selfie at my Grandma's funeral
Used to roam on Queen, now I sing Queen Street anthems
Used to hate attention, now I pull up in that wagon
And I was broken, I was broken, I was so broke
I used to roam around the town when I was homeless
Me and Lamar would rob a nigga for his Jordans
And flip it just to get these hoes another nose fix
Now we get faded when we want, girl, we got choices
Lay them on the fuckin' table, we got choices
And if they wanna fuck my niggas, they got choices
They told me not to fall in love, that shit is pointless
Yeah, that shit is pointless
They told me not to fall in love, that shit is pointless
Yeah, that shit is pointless
They told me not to fall in love, that shit is pointless

[Chorus]
Go tell your friends about it (About it)
Go tell your friends about it (About it)
Go tell 'em what you know, what you seen
How I roll, how I be on the low
Go tell your friends about it (About it)
Go tell your friends about it
I'm that nigga with the hair
Singin' 'bout poppin' pills, fuckin' bitches, livin' life so trill",Beauty Behind the Madness
0,Tell Your Friends (MET Gala Remix),"[Verse 1]
We are not the same, I am too reckless
I'm not tryna go in that direction
These niggas, they been doin' too much flexin'
And they about to call the wrong attention
And I don't got no patience, no more testin'
I do shit how I want, don't need no blessin'
XO niggas ain't nothin' to mess with
Nobody stoppin' us, oh no, we destined
And everybody 'round you is so basic
I'm never rockin' white, I'm like a racist
I don't drink my liquor with a chase in
That money is the only thing I'm chasin'
And some dope dimes on some coke lines
Gimme head all night, cum four times
Baby girl just wanna smoke a pound
Do some, do some

[Hook]
Go tell your friends about it (About it)
Go tell your friends about it (About it)
Go tell 'em what you know, what you seen
How I roll, how I be on the low
Go tell your friends about it (About it)
Go tell your friends about it

[Verse 2: Nas]
Met Gala
42, but I fuck 'em like I'm 22
Backing and hanging that's all I do
I've been through aunties and mamas
Now its they daughters turn
I done ran through money but I got more to burn
Windows tinted, indo in it
I got that je ne sais quoi, a glass of Henny then muah
Here some freestyle, kiss them other lips wow
Bedroom bruises like we did Jiu-Jitsu
That official dick down
Spiritual chakras, frequency
I'm her holistic doctor, treatments frequently
Put her on a elevator to a higher self
Like Monte Carlo to acquire wealth
New dough I'm getting, the biggest my man hit me said 'let me hold something before them hoes get it'
OG flow, tailored clothes
The type to wear tuxedos with 40 belows
Can drop a BB out a spray-can
Driving down Cullens, Nas be wildin'
Rich nigga problems
I've been pimpin' since Big Pimpin', been pimpin'
Jazzy Jeff hoes out the door, Fresh Prince shit
Go tell a friend , bitch!

[Hook]
Go tell your friends about it (About it)
Go tell your friends about it (About it)
Go tell 'em what you know, what you seen
How I roll, how I be on the low
Go tell your friends about it (About it)
Go tell your friends about it
I'm that nigga with the hair
Singin' 'bout poppin' pills, fuckin' bitches, livin' life so trill",
0,Tell Your Friends (Remix),"[Intro: Drake]
Yeah, live from the Waldorf in Berlin
Coming at you once again
With stories of truth and stories of sin
Yeah

[Verse 1: Drake]
Yeah, the ball is in your court
No defense, nobody's keeping score
No offense but I've played this before
Maybe you can and you just don't care anymore
Evolving
Evolving
Evolving
Yeah
And I’m right back here when I said I wouldn't
You were never a good girl but you're a better woman now
Evolving
Evolving
Evolving, evolving
Look, you remind me of Jane Birkin, your body insane in person
Wanna do special things for you, you deserve it
But you're too famous to buy you purses
That barely scratches the surface
This time is different, you give me purpose
Tell me you taking it serious, I gotta ask how serious?
'Cause your serious has just been not that serious
Got me on tour acting like I'm not that curious
Ignoring all the pussy that's thrown at me
Been thinking 'bout home actually
Where Roxx has Kim and Mark has Ashley and Niks has Ezee
And I, I don’t even know what I have anymore
Evolving
Evolving
Evolving
Evolving
E...

[Verse 2: The Weeknd]
We are not the same I am too reckless
I'm not tryna go in that direction
These niggas they been doing too much flexing
And they're about to call the wrong attention
And I ain't got no patience, no more testing
I do shit how I want, don't need no blessing
XO niggas ain't nothing to mess with
Nobody stopping us, oh no we're destined
And everybody around you is so basic
I'm never rocking white, I'm like a racist
I don't drink my liquor with a chasin'
And money is the only thing I'm chasin'
And some dope dimes on some coke lines
Give me head all night, cum four times
Baby girl just wanna smoke a pound
Do an ounce, get some dick
Tell her friends about it

[Hook: The Weeknd]
Go tell your friends about it (About it)
Go tell your friends about it (About it)
Go tell them what you know, what you seen
How I roll, how I did it on the low
Go tell your friends about it (About it)
Go tell your friends about it (About it)
Go tell them what you know, what you seen
How I roll, how I be off that coke
Go tell your friends about it (About it)
Go tell your friends about it
I'm that nigga with the hair
Singin' 'bout poppin' pills, fuckin' bitches, livin' life so trill

[Verse 3: The Weeknd]
Last year I did all the politicin'
This year I'm all focused on the vision
I think these hoes deserve another fixing
I'm talking about the ones from the beginning
Don't believe the rumours bitch, I'm still a user
I'm still rocking camo and still roll with shooters
I'm a villain in my city, I just made another killing
I'mma spend it all on bitches
And everybody fuckin, everybody fucking
Pussy on the house, everybody fucking
And I miss my city man it's been a minute
M.I.A. a habit, Cali was the mission
Cruise through the west-end in my new Benz
I'm just tryna live life through a new lens
Driving by the streets I used to walk through
When I had no crib I guess you call that shit a miracle

[Hook: The Weeknd]
Go tell your friends about it (About it)
Go tell your friends about it (About it)
Go tell them what you know, what you seen
How I roll, how I be on the low
Go tell your friends about it (About it)
Go tell your friends about it
I'm that nigga with the hair
Singing 'bout popping pills, fucking bitches, living life so trill

[Verse 4: The Weeknd]
My cousin said I made it big and it's unusual
She tried to take a selfie at my Grandma's funeral
Used to roam on Queen, now I sing Queen street anthems
Used to hate attention, now I pull up in that wagon
I was broken, I was broken, I was so broke
I used to roam around the town when I was homeless
Me and Lamar would rob a nigga for his Jordans
And flip it just to get these hoes another nose fix
Now we get faded, when we want girl, we got choices
Lay them on the fucking table, we got choices
And if they wanna fuck my niggas, they got choices
They told me not to fall in love, that shit is pointless
Yeah, that shit is pointless
They told me not to fall in love, that shit is pointless
Yeah, that shit is pointless
It's only meant to fall in love
That shit is pointless

[Hook: The Weeknd]
Go tell your friends about it (About it)
Go tell your friends about it (About it)
Go tell them what you know, what you seen
How I roll, how I be off that coke
Go tell your friends about it (About it)
Go tell your friends about it
I'm that nigga with the hair
Singing 'bout popping pills, fucking bitches, living life so trill
Life so trill
Life so trill
Life so trill",
0,Tell Your Friends - Video edit,"[VERSE 1]
We are not the same I am too reckless
I'm not tryna go in that direction
These niggas they been doing too much flexing
But they about to follow my intention
And I ain't got no patience, no more testing
I do shit how I want, don't need no blessing
XO niggas, ain't nothing to mess with
Nobody stopping us, cause we been destined
And everybody around you is so basic
I'm never rocking white, I'm like a racist
I don't drink my liquor with a chaser
And money is the only thing I'm chasin'
End some dope nights on some coke lines
Give me head all night, cum four times
Baby girl just wanna smoke a pound
Do an ounce get some dick, tell your friends about it

[HOOK]
Go tell your friends about it (about it)
Go tell your friends about it (about it)
Go tell them what you know, what you seen
How I roll, how I'd be on the low
Go tell your friends about it (about it)
Go tell your friends about it (about it)
I'm the nigga with the hair Singing bout
Poppin pills, fucking bitches, living life, so trill

[VERSE 2]
Last year I did all the politicin'
This year I'm all focused on the vision
I think these hoes deserve another fixin'
Talking about the ones from the beginning
Don't believe the rumours bitch, I'm still a user
I'm still rocking camo, I still roll with shooters
I'm a villain in my city, I just made another killing
I'mma spend it all on bitches
And everybody fuckin, everybody fucking
Pussy on the house, everybody fucking
And I miss my city man it's been a minute
M.I.A. a habit, Cali was the mission
Cruise through the west-end in my new Benz
I'm just trynna live life through a new lens
Driving by the streets I used to walk through
When I had no crib I guess you call that shit a miracle

[HOOK]
Go tell your friends about it (about it)
Go tell your friends about it (about it)
Go tell them what you know, what you seen
How I roll, how I'd be on the low

[OUTRO]
Tell 'em this boy wasn't meant for loving
Tell 'em this heart doesn't stay to one
I'll be the same never changed for nothing
It's all I know never learned much more
Mama called me to stop this... oh yeah
Said it'll ruin me one day(one day)...yeah
'Cause every woman I love... oh yeah
(I) seem to push them away
That's real life (real life)
Oh oo oh real life (real life)
Mama talkin' that real life (real life)
Woah oo oh that real life",
0,The Birds Interlude,"[Intro]
Wake Up
Wake Up
Wake Up

[Verse 1: Thursday Girl]
Please, mercy me
Let me fall out of love, before you fuck her
I beg you
I'll give you all my pills
I'll give you all that I need
Baby..
I see that she is beautiful
The most beautiful by far
I see that she makes you feel good 'bout who you are
But you see how much I need you?
You see how much I care? (x3)

[Verse 2: The Weeknd]
I've been spending all my time, living for the thrill
All this money that I've thrown, All this liquor that I've spilled
I deserve this
I deserve her body on my mattress
So when you ask me what I do
All I do is hurt myself
Inspiration is﻿ all I know
Inspiration is all I have
So I deserve this
I deserve your body on my mattress

[Verse 3: Thursday Girl]
What do I do now that you're gone?
What do I do when I'm alone?
You've been running in my head
What do I do when﻿ I need sex?
You're my everything
You're my heart
You're my everything
You're my heart

[Verse 4: The Weeknd]
I thought I told you, a long time ago
Don't you fall in love..
Don't make me make you fall in love...
Don't make me make you fall in love with a nigga like me

[Outro]
Don't you fall in love with a nigga like me.. (x6)
Like me...",
0,The Birds (Part 1) Interlude,"Baby...
Baby...

Wake Up
Wake Up
Wake Up
Wake up

Please, mercy me
Let me fall out of love, before you fuck her
I beg you
I'll give you all my pills
I'll give you all that I need
Baby...
I see that she is beautiful
The most beautiful by far
I see that she makes you feel good 'bout who you are
But you see how much I need you?
You see how much I care?
You see how much I care?
You see how much I care?

I've been spendin all my time, livin for the thrill
All this money that I've thrown, all this liquor that I've spilled
I deserve this
I deserve your body on my mattress
So when you ask me what I do
All I do is hurt myself
Inspiration is﻿ all I know
Inspiration is all I have
So I deserve this
I deserve your body on my mattress


What do I do now that you're gone?
What do I do when I'm alone?
You've been running in my head..
What do I do when﻿ I need sex?
You're my everything...
You're my heart..
You're my everything...
You're my heart

Ouu, I thought I told you, a long time ago
Don't you fall in love..
Don't make me make you fall in love...
Don't make me make you fall in love with a nigga like me..
Don't you fall in love with a nigga like me...
Don't you fall in love with a nigga like me...
Don't you fall in love with a nigga like me...
Don't you fall in love with a nigga like me...
Don't you fall in love with a nigga like me...
Don't you fall in love with a nigga like me...
Like me...",
0,The Birds Pt. 1,"[Intro]
Ehh, oh yeah

[Verse 1]
Hope you see
It won't mean a thing to me
I've been doing this too long
Baby girl, I've felt it all (Ooh)
So watch out
If you try to play your luck (Ooh)
Ain't nobody gonna care enough
To catch you fall

[Hook]
So don't you fall in love
Don't make me make you fall in love
Don't make me make you fall in love with a nigga like me
Nobody needs to fall in love
I swear I'm just a bird
Girl, I'm just another bird
Don't make me make you fall in love with a nigga like me
Like me (Like me) (Ohh)

[Verse 2]
You tried
You tried to warn me
But, baby, I'm warning you
Girl, I'll show you
This is no game
You'll be falling to the point of no return
No return

[Hook]
Don't you fall in love
Don't make me make you fall in love
Don't make me make you fall in love with a nigga like me
Nobody needs to fall in love
'Cause girl I'm just a bird (Ahh)
I'm just another bird (Woo)
Don't make me make you fall in love with a nigga like me
Nobody needs to fall in love

[Bridge]
I know you're rolling hard with it, don't lie
I know it's got a hold of you
I know you're rolling with it
Baby, don't you lie, baby
I know you're rolling hard with it, don't lie
I know it's got a hold of you
I know you're rolling with it
Baby, don't you lie, baby

[Outro]
So don't you fall in love
Don't make me make you fall in love
Don't make me make you fall in love with a nigga like me
Like me
'Cause, girl, I'm just a bird
Girl, I'm just another bird
Don't make me make you fall in love with a nigga like me
Like me",Thursday
0,The Birds Pt. 2,"(Crying/Gunshot)

[Intro]
Whoa, with a nigga like me
Whoa, with a nigga like me

[Verse 1]
She said please, mercy me, mercy me
Let me fall outta love, before you fuck her, before you fuck her
She begged me, she gave me all her pills
Now my back hurts, she lost control

[Hook]
Now she pleading, she on the floor, she on the floor
Baby got her pleading, she on the floor, she on the floor
She said it won't be long before she falls out of love
It won't be long before she falls out of love

[Bridge: Martina Topley-Bird (The Weeknd)]
Sandpaper kisses, papercut bliss
Don't know what this is, but it all leads to this
You're gonna leave her
You have deceived her
You're just a bird
(Just a bird)

[Verse 2]
I tried to kiss you
But you never let me miss you
But you never let me miss you
I thought I told you
I'm not him, I'm not him
Look what you did, nobody forced your hand
And don't you fall for a nigga like me, I begged, I begged

[Hook]
Now you're pleading, she on the floor, she on the floor
Now you're pleading, she on the floor, she on the floor
She said it won't be long before she falls out of love
It won't be long, before she falls out of love

[Outro: Martina Topley-Bird (The Weeknd)]
Sandpaper kisses, papercut bliss
Don't know what this is, but it all leads to this
You're gonna leave her
You have deceived her
You're just a bird
(Just a bird)
Just a bird
(Just a bird)
Just a bird
(Just a bird)
Just a bird
(Just a bird)
Just a bird
(Just a bird)
Just a bird
(Just a bird)
Just a bird

(Crows cawing)",Thursday
0,The Delay,"[Intro]
Oh, hey, oh yeah, oh

[Hook]
Let me know
Can you let me know?
I just wanna know
What can I know, oh
Help me try to, help me understand
Help me try to, want to understand
I been on it for too
I been on it too long, to understand
I been on this for too
I been on it too long, to understand
Can we do it before it hurts to breathe?
Can we do it before it hurts to breathe?
I just wanna breath
I just wanna breath

[Hook]
Let me know, oh
Can you let me know, yeah
I just wanna know
Why can't I know
Help me try to, help me understand
Help me try to, want me understand
I been on this for too
I been on it too long, to understand
I been on this for too
I been on it too long, to understand
You're in to it, baby
Before it hurts to breathe?
Can we do it, baby
Before it hurts to breathe?
I been on this for too
I been on it too long, to understand
I been on this for too
I been on it too long, to understand

[Harmonizing]",
0,The Fall,"[Verse 1]
You been picking my voice to dance to
You say my money no good in here
Even though I didn't ask you
And it's the most you've worked
Even though I probably don't deserve this girl
But you been dreaming for this moment so you have to
Baby, it's OK
I got show money, baby
I wanna show you how I blow money, baby
I wanna show you how I throw money, baby
I'm a kid, so it's hard for me to hold money, baby
Cause I'm a star, don't get it twisted
Got some trappers in my car
What kind of caps I got the brownest of them all
Somebody pop 'em before we pop 'em all, before we pop 'em all

[Hook]
Saying this ain't nothing, but it's all I need
And the peak ain't reached but the peak is all I feel
And it feels so good
It feels so good
It feels so good
It feels so good

I ain't scared of the fall
I ain't scared of the fall
I ain't scared of the fall
I ain't scared of the fall
I've felt the ground before
I've felt the ground before
I've felt the ground before
I've felt the ground before
Cuz I ain't scared of the fall

[Verse 2]
Mama, I understand why you're mad
And it hurts to accept what I am
And how I live
And what I do
But I've been good since Thursday
Yes I've been good since Thursday

So you can watch my love vanish
In a girl with no talent
But to make mula vanish
Call her friend for my friend
And friends name's Lexus
I let my niggas test it
Her morals worth a cent
And best believe I already spent it
My blunt full of B.C
My cup full of Texas
Flown on that OVO jet, yeah I said it
I was born to be reckless
Was forced to make records
So you ain't gotta ask ""Who's next? Who's next?""

[Hook]
Saying this ain't nothing, but it's all I need
And the peak ain't reached but the peak is all I feel
And it feels so good
It feels so good
It feels so good
It feels so good

I ain't scared of the fall
I ain't scared of the fall
I ain't scared of the fall
I've felt the ground before
I've felt the ground before
I've felt the ground before

[Bridge]
The fall
And I ain't scared of the fall
[Humming]

XO
XO
XO
XO
XO",Echoes of Silence
0,The Hills,"[Intro]
Yeah
Yeah
Yeah

[Verse 1]
Your man on the road, he doin' promo
You said, ""Keep our business on the low-low""
I'm just tryna get you out the friend zone
'Cause you look even better than the photos
I can't find your house, send me the info
Drivin' through the gated residential
Found out I was comin', sent your friends home
Keep on tryna hide it but your friends know

[Chorus]
I only call you when it's half past five
The only time that I'll be by your side
I only love it when you touch me, not feel me
When I'm fucked up, that's the real me
When I'm fucked up, that's the real me, yeah
I only call you when it's half past five
The only time I'd ever call you mine
I only love it when you touch me, not feel me
When I'm fucked up, that's the real me
When I'm fucked up, that's the real me, babe

[Verse 2]
I'ma let you know and keep it simple
Tryna keep it up don't seem so simple
I just fucked two bitches 'fore I saw you
And you gon' have to do it at my tempo
Always tryna send me off to rehab
Drugs started feelin' like it's decaf
I'm just tryna live life for the moment
And all these motherfuckers want a relapse

[Chorus]
I only call you when it's half past five
The only time that I'll be by your side
I only love it when you touch me, not feel me
When I'm fucked up, that's the real me
When I'm fucked up, that's the real me, yeah
I only call you when it's half past five
The only time I'd ever call you mine
I only love it when you touch me, not feel me
When I'm fucked up, that's the real me
When I'm fucked up, that's the real me, babe

[Bridge]
Hills have eyes, the hills have eyes
Who are you to judge? Who are you to judge?
Hide your lies, girl, hide your lies (Hide your lies, oh, baby)
Only you to trust, only you

[Chorus]
I only call you when it's half past five
The only time that I'll be by your side
I only love it when you touch me, not feel me
When I'm fucked up, that's the real me
When I'm fucked up, that's the real me, yeah
I only call you when it's half past five
The only time I'd ever call you mine
I only love it when you touch me, not feel me
When I'm fucked up, that's the real me
When I'm fucked up, that's the real me, babe

[Outro]
Ewedihalehu
Yene konjo, ewedihalehu
Yene fikir, fikir, fikir, fikir
Yene fikir, fikir, fikir, fikir",Beauty Behind the Madness
0,The Hills (Eminem Remix),"[Verse 1: Eminem]
Said you want a little company
And I love it, 'cause the thrill’s cheap
Said you left him for good this time
Still if he knew I was here, he’d wanna kill me
But it’s time you met the real me, filthy
But wasn’t always, will be
Your pill refill and I’ll still be your addiction
You can touch a prescription, but don’t fill me
I let you see my dark side, but like a mic check, you got one too
So when the sparks fly we hit the flight deck and got sprung
(Pww!) Like an ejector seat, from an F-15
But tonight we don't need those pills
Just the effects of each other, but we gon' film
'Cause I will want your ex to see (Get it?) that…

[Chorus: The Weeknd]
I only call you when it's half past five
The only time that I'll be by your side
I only love it when you touch me, not feel me
When I'm fucked up, that's the real me
When I'm fucked up, that's the real me, yeah
I only fuck you when it's half past five
The only time I'd ever call you mine
I only love it when you touch me, not feel me
When I'm fucked up, that's the real me
When I'm fucked up, that's the real me, babe

[Verse 2: Eminem]
And every time he hurt you, I heard you
Your shoulder to cry on
And I’ll be damned if I weren't who you turned to
You said he drove you to my arms
But don’t you know, remember when I told you
I would never let down my guard?
And I hope you feel like dirt when I hoe'd you
'Cause is it really over?
But you just want a little company
And you just really wanna thrill-seek
Said you left him for good this time
Bullshit, what your friends do, spill beans?
Or you just wanna be guilt free, and still creep
But these hills see from their POV, we can touch
But the only way you’ll film me is with a camera, feel me?
You’re nothin' but a barfly
You got your sights set on the one who you run to
But I’m a far cry from what you might get, if we come true
So keep textin' me
But at night, if you seek those thrills, what I expect to be?
'Cause if you cheat on him, just means I will be the next to be
Your ex, so no complexities, just sex
And don’t lecture me, just accept that…

[Chorus: The Weeknd]
I only call you when it's half past five
The only time that I'll be by your side
I only love it when you touch me, not feel me
When I'm fucked up, that's the real me
When I'm fucked up, that's the real me, yeah
I only fuck you when it's half past five
The only time I'd ever call you mine
I only love it when you touch me, not feel me
When I'm fucked up, that's the real me
When I'm fucked up, that's the real me, babe

[Bridge: The Weeknd]
Hills have eyes, the hills have eyes
Who are you to judge? Who are you to judge?
Hide your lies, girl, hide your lies
Only you to trust, only you

[Chorus: The Weeknd]
I only call you when it's half past five
The only time that I'll be by your side
I only love it when you touch me, not feel me
When I'm fucked up, that's the real me
When I'm fucked up, that's the real me, yeah
I only fuck you when it's half past five
The only time I'd ever call you mine
I only love it when you touch me, not feel me
When I'm fucked up, that's the real me
When I'm fucked up, that's the real me, babe

[Outro: The Weeknd]
Ewedihalehu
Yene konjo, ewedihalehu
Yene fikir, fikir, fikir, fikir
Yene fikir, fikir, fikir, fikir
Ewedihalehu
Yene konjo, ewedihalehu",The Hills Remixes
0,The Hills (Emo-G Remix),"[Verse 1]
What do I gotta do, just to get your attention
When all I do is love you, oh you're just messin'
It's okay though, I'm used to it
But all those cuddles and kisses, yeah I'ma miss it
This ain't no break up song, I'm only saying what I feel
Real lyrics so people can actually feel
What I go through, just to make someone happy
You bet I'm probably tired of it, but in reality
Ain't no one's gonna be able to stop me
From loving anybody else, you see
I'm not obsessed, I'm only expressing myself
But that only leads to trouble, though...cause

[Chorus]
I only call you when it's half past five
The only time that I'll be by your side
I only love it when you touch me, not feel me
When I'm fucked up, that's the real me
When I'm fucked up, that's the real me, yeah
I only call you when it's half past five
The only time I'd ever call you mine
I only love it when you touch me, not feel me
When I'm fucked up, that's the real me
When I'm fucked up, that's the real me, babe

[Verse 2]
Cause you said you wouldn't hurt me, shit that was a mistake
Took me for granted, looked passed back, but still got hurt, mate
But it's my time to stand up, for myself, man up
Cause no one's gonna be by my side when I end up in ashes
So take an ecstasy, am I your ex to be
Are you using me as a rebound
Bet that, why wouldn't I, you're a hound
It's a little too late to apologize now
So forget how, you talked about your ex to me
How you would forget about him, bullshit you see
Your dumbass isn't gonna forget that easily
'Member when I said I'll call you, well...

[Chorus]
I only call you when it's half past five
The only time that I'll be by your side
I only love it when you touch me, not feel me
When I'm fucked up, that's the real me
When I'm fucked up, that's the real me, yeah
I only call you when it's half past five
The only time I'd ever call you mine
I only love it when you touch me, not feel me
When I'm fucked up, that's the real me
When I'm fucked up, that's the real me, babe

[Bridge]
Hills have eyes, the hills have eyes
Who are you to judge, who are you to judge?
Hide your lies, girl, hide your lies
Only you to trust, only you

[Chorus]
I only call you when it's half past five
The only time that I'll be by your side
I only love it when you touch me, not feel me
When I'm fucked up, that's the real me
When I'm fucked up, that's the real me, yeah
I only fuck you when it's half past five
The only time I'd ever call you mine
I only love it when you touch me, not feel me
When I'm fucked up, that's the real me
When I'm fucked up, that's the real me, babe

[Outro]
Ewedihalehu
Yene konjo, ewedihalehu
Yene fikir, fikir, fikir, fikir
Yene fikir, fikir, fikir, fikir",
0,The Hills (Lil Bitch Remix),"[Verse 1: Lil Bitch]
I never really heard that shit
I never really fucked his bitch
Never really hit a lick, goddamn
Never really saw through your shit
But right now I’m done with it, done with it
I told myself I passed this shit, past this shit
I guess it wasn’t evident, I ended it
Needed a new start, I’m confident
I pop these hoes like Vicodin
I grant my wishes, no Aladdin
But I’m landing, keep expanding
I get rich, my understanding
I drop tracks, they keep demanding
Take them drugs, they so relaxing
Fought the war, the only standing

[Chorus: The Weeknd]
I only call you when it's half past five
The only time that I'll be by your side
I only love it when you touch me, not feel me
When I'm fucked up, that's the real me
When I'm fucked up, that's the real me, yeah
I only call you when it's half past five
The only time I'd ever call you mine
I only love it when you touch me, not feel me
When I'm fucked up, that's the real me
When I'm fucked up, that's the real me, babe

[Verse 2: Lil Bitch]
Bitch I’m fucked up, time to drug up
I can’t feel my face, I’m so numb
When I call her I talk dumb
Babe it’s the drugs yo, not my tongue
I’m just having a little fun
Ain’t no time to see the sun
Hit and dip I’m always done
See the medal already won
Took the fight on the stage, yeah I’m winning
Fought my demons and now I’m grinning
I don’t eat twice a day, I’m thinning
Drink the lean and now I’m swinging
Ain’t like this from the beginning
Always talk bout my upbringing
I only rap on tracks, I let The Weeknd do the singing

[Chorus: The Weeknd]
I only call you when it's half past five
The only time that I'll be by your side
I only love it when you touch me, not feel me
When I'm fucked up, that's the real me
When I'm fucked up, that's the real me, yeah
I only call you when it's half past five
The only time I'd ever call you mine
I only love it when you touch me, not feel me
When I'm fucked up, that's the real me
When I'm fucked up, that's the real me, babe",
0,The Hills (Mayham remix),"[Verse 1: AyySee]
Drunk at 1 PM that's how my shit goes (it’s sinful)
I wish I wasn't me but ain't that simple (a pinhole)
I’m staring at my medals like this ‘int gold (it's crisp though)
I'm living like a coaster on them hill rolls (them hills fold)
When I'm fucked up that's the real me
Well the me that I'm happy with, the real me
When you see the problematic from the P.O.V
You wouldn't be ecstatic, you'd fear me
And I hate the fact I’m like a paperback
Take the taper back, I’d be okay with that
Make me relevant and I'll pay it back
Won’t drink it away but in case of that. (drink)

[Chorus]
I only call you when it's half past five
The only time that I'll be by your side
I only love it when you touch me, not feel me
When I'm fucked up, that’s the real me
When I'm fucked up, that's the real me, yeah
I only call you when it's half past five
The only time I'd ever call you mine
I only love it when you touch me, not feel me
When I'm fucked up, that's the real me
When I'm fucked up, that's the real me, babe

[verse 2: Mayham]:
Last year, I asked who you were
A masterpiece and I forgot you swerved
A catastrophe like you smashed the curb
Cause your drive's intense, even asked your girls
When she called his phone, never answered her
So you left for me cause your ""man's a jerk""
Didn't know your price so he passed the urge
Didn't know double entendre what her ass is worth
Cause I left her numb like I snatched a nerve
Cheating on him, was that deserved?
But she never knew he set a trap for her
Always knew he was a bat for her
The passion, work, never seen though
She fell hard and bit dirt like a mean hoe
No pun intended but I'll leave girls
Hanging off of a tree, why love me girl
Always said she would let hope in
I guess ""hope"" is a guy, cause her legs' open
In her head, knows it, she's a yep, hoe bitch
Always said that she felt broken
I guess cheap things would break easy
Kept tellin' him ""I'll never leave you""
Tells me ""your next would never be me""
Guess that's the point, she'll never be you
Cause

[Chorus]
I only call you when it's half past five
The only time that I'll be by your side
I only love it when you touch me, not feel me
When I'm fucked up, that's the real me
When I'm fucked up, that's the real me, yeah
I only call you when it's half past five
The only time I'd ever call you mine
I only love it when you touch me, not feel me
When I'm fucked up, that's the real me
When I'm fucked up, that's the real me, babe

[Bridge]
Hills have eyes, the hills have eyes
Who are you to judge? Who are you to judge?
Hide your lies, girl, hide your lies (Hide your lies, oh baby)
Only you to trust, only you

[Chorus]
I only call you when it's half past five
The only time that I'll be by your side
I only love it when you touch me, not feel me
When I'm fucked up, that's the real me
When I'm fucked up, that's the real me, yeah
I only call you when it's half past five
The only time I'd ever call you mine
I only love it when you touch me, not feel me
When I'm fucked up, that's the real me
When I'm fucked up, that's the real me, babe

[Outro]
Ewedihalehu
Yene konjo, ewedihalehu
Yene fikir, fikir, fikir, fikir
Yene fikir, fikir, fikir, fikir",
